,ID,artist,song,link,text,album,released,genre,home_country,singer_age_at_release,entity,topic
They're all so beautiful and clean  
When the housemaids scrub the floors  
They get the spaces in between  
  
I want to live a life like that  
I want to be just like a king  
Take my picture by the pool  
'Cause I'm the next big thing  
  
Beverly Hills, that's where I want to be  
Livin' in Beverly Hills  
Beverly Hills, rolling like a celebrity  
Livin' in Beverly Hills  
  
The truth is I don't stand a chance  
It's something that you're born into  
And I just don't belong  
  
No I don't, I'm just a no-class beat down fool  
And I will always be that way  
I might as well enjoy my life  
And watch the stars play  
  
Beverly Hills, that's where I want to be  
Livin' in Beverly Hills  
Beverly Hills , rolling like a celebrity  
Livin' in Beverly Hills  
  
Beverly Hills, Beverly Hills  
Beverly Hills, Beverly Hills, livin' in Beverly Hills

",Make Believe,2005,Alternative/Indie,United States,35,"['Boarding school', 'Nothing', 'Car', 'Beverly Hills, California']","['Entertainment', 'Fiction', 'Boarding school', 'Literature', 'Creative works', 'Culture', 'Film', 'Arts', 'Nothing', 'English-language works']"

115,116,Weezer,Everybody Get Dangerous,/w/weezer/everybody+get+dangerous_20740578.html,"When I was younger  
I used to go and tip cows for fun, yeah  
Actually I didn't do that  
Cause I didn't want the cow to be sad  
But some of my friends did  
They were all just a little bit wicked  
They'd blow up mail boxes  
With a baseball bat  
Go for direct hits  
  
I know how to win you can forget it  
They throw rotten eggs into traffic  
Toilet paper the fences  
Throw the tables, chairs, and the benches  
After practice  
Sometimes we would break into mad fits  
Causin' damage  
(Burnin' amplifiers and mic stands)  
  
[Chorus]  
Everybody get dangerous  
Everybody get dangerous (Boo yah!)  
Everybody get dangerous  
Everybody get dangerous (Boo yah!)  
Everybody get dangerous  
Everybody get dangerous (Boo yah!)  
Everybody get dangerous  
Everybody get dangerous  
  
I've got a confession  
That I will make if you will listen  
Late in the nighttimes  
We'd drive around with hairspray and sharp knives  
Lookin' for road kills  
Lightin' things on fire for cheap thrills  
Stab the corpses  
And lick the knives like we're evil forces  
  
Hockey games on frozen ponds  
No safety pads were ever put on  
Drivin' home on country roads  
Sixty-five in a twenty-five zone  
In my parents Tercel  
How did we survive so well  
Throw the keys and the wheel locked up  
I almost killed every one us  
  
[Chorus]  
  
There must be  
A guardian angel  
Or some kind of destiny we have  
Cause we should have died  
A long time ago  
The way that we were livin' in our paths  
  
What will we say when our kids come to us  
And ask, with a smile on their face,  
""Hey Dad, my friend's got some new ninja swords!  
Is it cool if we slash up his place?""  
Hey  
Hey  
Hey (""Is it cool if we slash up his place?"")  
And get dangerous  
  
[Chorus]

",Weezer,2008,Alternative/Indie,United States,38,"['Chair', 'Baseball', 'Ninja', 'Knife', 'Baseball bat', 'Night', 'Toilet paper', 'Refrain', 'A Little Bit Wicked', 'Pond', 'Smile', 'Hockey', 'Everybody', 'Lookin', 'Drivin', 'Tercel', 'Causin', 'Burnin']","['Entertainment', 'Chair', 'Baseball', 'Ninja', 'Television series', 'Creative works', 'Fiction', 'Knife', 'Refrain', 'Baseball bat']"

116,117,Weezer,I Do,/w/weezer/i+do_20145658.html,"All the times you came  
I should've ran away  
  
You told me that you'd always love me  
You told me that you'd always love me  
  
And the games you played  
Were meant to lead me on  
  
You told me that you'd always love me  
You told me that you'd always love me  
Always, oooh always  
I do  
  
You told me that you'd always love me  
You told me that you'd always love me  
Always, oooh always  
I do  
  
Never more again  
Will I believe the sun

",Weezer,2001,Alternative/Indie,United States,31,['2017-11-26T00:00:00.000-05:00'],['The Sun (United Kingdom)']

117,118,Weezer,King,/w/weezer/king_20745714.html,"One night at the disco I wanted to dance slow  
I saw a sweet baby, such a fine lady  
I walked up to ask her, but some dude just grabbed her  
I told him to back off, cut me some slack off  
I see you come here, drinkin' that cheap beer  
Act like you own it, I can't condone it  
You show me now respect, you got to get off it  
You got to get with it. Time for a swift kick  
You see, I own this town. You best not come around  
If you wanna get by, then cool it down  
If you wanna start something, know one thing: I'm king.  
If you wanna mess around like that, that's just how it is  
If you wanna get by, then mind your biz.  
If you wanna start something, know one thing: I'm king  
  
You wanted attention and did I mention:  
Nobody likes you, except for the losers  
You made a whole army, an army of babies  
Some of them stupid, some of them crazy  
Pick up your action, act like a grown man  
Look at the winners, you can be like them  
Life is so easy, pleasant, and dreamy  
If you get off me, if you get with me  
You see I own this town. You best not come around  
If you wanna get by, then cool it down.  
If you wanna start something, know one thing: I'm king  
If you wanna mess around like that, that's just how it is  
If you wanna get by, then mind your biz  
If you wanna start something, know one thing: I'm king  
  
You can't break me  
Never take me  
That's just how it is  
You can't break me  
Never shake me  
Clear out of my biz

",Weezer,2008,Alternative/Indie,United States,38,"['Disco', 'Beer']","['Disco', 'Music', 'Entertainment', 'Recorded music', 'Popular music', 'Pop songs', 'Pop music', 'Songs', 'Performing arts', 'American musicians']"

118,119,Weezer,Photograph,/w/weezer/photograph_20145663.html,"If you want it (oo-oo-oo)  
You can have it (oo-oo-oo)  
But you gotta learn to reach up there  
And grab it (oo-oo-oo)  
  
'Cause everybody wants some love (oh baby)  
Shoot it from the stars above (oh baby)  
And though my heart would break  
It's more than I can take  
I can never get enough  
  
If you need it (oo-oo-oo)  
You should show it (oo-oo-oo)  
'Cause at my place overnight  
Suggest you grow it (oo-oo-oo)  
  
'Cause everybody wants some hope (oh baby)  
Something they can barely know (oh baby)  
And though my heart would break  
It's more than I could take  
I can never let it go  
  
It's in the photograph  
It's in the photograph  
It's in the photograph of love  
  
'Cause everybody wants a dream (oh baby)  
Something they can barely see (oh baby)  
And though my heart would break  
It's more than I could take  
I could never let it be  
  
It's in the photograph  
It's in the photograph  
It's in the photograph of love  
  
If you blew it (oo-oo-oo)  
Don't reject it (oo-oo-oo)  
Just keep drawing up the plans and re-erect it  
(oo-oo-oo) (x 3)

",Weezer,2001,Alternative/Indie,United States,31,['3'],"['Entertainment', 'Creative works', 'Fiction', 'Films', 'Film', 'English-language works', 'Novels', 'Works', 'Television series', 'Drama']"

119,120,Weezer,Say It Ain't So,/w/weezer/say+it+aint+so_20145648.html,"Oh yeah  
Alright  
  
Somebody's Heine'  
Is crowdin' my icebox  
Somebody's cold one  
Is givin' me chills  
Guess I'll just close my eyes  
  
Oh yeah  
Alright  
Feels good  
Inside  
  
Flip on the tele  
Wrestle with Jimmy  
Something is bubbling  
Behind my back  
The bottle is ready to blow  
  
Say it ain't so  
Your drug is a heart breaker  
Say it ain't so  
My love is a life taker  
  
I can't confront you  
I never could do  
That which might hurt you  
So try and be cool  
When I say  
This way is a water slide away from me  
That takes you further every day  
So be cool  
  
Say it ain't so  
Your drug is a heart breaker  
Say it ain't so  
My love is a life taker  
  
Dear Daddy  
I write you in spite of years of silence  
You've cleaned up, found Jesus, things are good or so I hear  
This bottle of Steven's awakens ancient feelings  
Like father, stepfather, the son is drowning in the flood  
Yeah, yeah, yeah, yeah  
  
Say it ain't so  
Your drug is a heart breaker  
Say it ain't so  
My love is a life taker

",Weezer,1994,Alternative/Indie,United States,24,"['Water slide', 'Icebox', 'Heine', 'Jimmy', 'Jesus', 'Daddy', 'Steven']","['Albums', 'Recorded music', 'Television episodes', 'Entertainment', 'Music media', 'Popular music', 'Television series', 'American television episodes', 'Sound recording', 'Music industry']"

120,121,Wu-Tang Clan,Reunited,/w/wu+tang+clan/reunited_10188648.html,"It's Wu motherfuckers, ah Wu-Tang motherfuckers  
  
Reunited, double LP, world excited  
Struck a match to the underground, industry ignited  
From metaphorical parables to fertilize the Earth  
Wicked niggas come, try to burglarize the turf  
Scattin' off soft-ass beats them niggas rap happily  
Tragically, that style, deter-iate, rapidly  
Uncompleted missions, throwin' your best known compositions  
You couldn't add it up, if you mastered addition  
Where I come from, gettin' visual is habitual  
De-mon-strate walkin' on hot coal, in rituals  
I splash the paint on the wall, it formed the mural  
He took a look, saw the manifestation of it, was plural  
Rhymin' while impaired, dart hit your garment  
Pierced your internal, streamlined compartments  
Just consider the unparallel advantage  
Of a natural disaster that's impossible to manage  
  
Bitch ass niggaz counterfeit the funk  
I smoke the feet of the skunk, tree top of the trunk  
Moonshine drunken monk, Ya head, get shrunk  
The touch of skunk, I be fuckin' bitches by the chunk  
My name black, do words wanna play in my dirt?  
Bitch stop my momma serve, free lunch from the church  
I come like a thousand doves  
Bitch you quiet at the bus, makin' the fuss, I gots tough love  
Unglove the news, watch a nigga transfuse  
Dirty add to the fuse, heavy at the booze  
I don't walk, I get carried  
Gold and platinum frisbee's on my wall, lookin' properly  
But come-ly, I U.F.O. you Wright Brothers  
The Indian that sold Manhattan to the white man  
My grandfather, step up and get knocked right the fuck out  
Come to the cook-out, Dirty bitch at the mouth  
You scared? Run around like a plane about to crash  
  
Wu-Tang motherfuckers  
Wu-Tang motherfuckers  
Yeah, and RZA  
  
Yo, yo, The Riddler, funny bone tickler, freak Caligula  
Bigger dick sex enigma pistol fertilize your stigma  
Stink box, order from pink dot  
MC's get stuck on ink blots as I plug to the sink box  
Wu-Tang Incorp. take your brain on spacewalk  
Talk strange like B-jork, great hero Jim Thorpe  
How can I put it? Life is like video footage  
Hard to edit, directors, that never understood it  
I'm too impulsive, my deadly corrosive dosage  
Attack when you least notice through explosive postage  
I don't play, the rap souflee saute for the day  
Ruler Zig-Zag-Zig A, Leg Leg Arm Head  
Spread like plague, we drink Hennessee by the jig  
I got the golden egg plus the goose  
Eighty proof, Absolut, mixed with cranberry fruit juice  
Ginseng boost, I got yo' neck in a noose  
Keep my money wrinkled, the rap star twinkle killer instinct  
